id,class_solexs,goes_class,peak_utc,test_period,status,bins,T_peak_MK,T_peak_err_MK,T_max_MK,T_max_before_peak_s,fe_ew_peak_keV,peak_rate_cps,goes_ratio_peak,T_peak_slope1_MK,T_peak_slope1.6_MK,within_flare_spearman_T_goes_ratio,T_cdte_peak_MK,T_cdte_peak_err_MK,T_solexs_same_minute_MK
AL1-20251002-0200,M1.2,M1.1,2025-10-02 02:08:00,0,ok,10,19.15,1.3,20.06,-70.0,2.298,615.2,0.16228,18.05,21.06,,,,
AL1-20251003-0500,M1.4,M1.5,2025-10-03 05:21:00,0,ok,82,12.98,0.83,19.74,650.0,2.186,1150.3,0.10602,13.01,14.66,0.681,,,
AL1-20251003-0602,C9.5,C9.7,2025-10-03 06:11:00,0,ok,33,18.2,1.39,22.35,170.0,2.073,694.4,0.10695,16.5,19.02,0.745,,,
AL1-20251003-1221,C6.1,C6.1,2025-10-03 12:36:00,0,ok,1,15.25,1.7,15.25,50.0,1.291,421.6,0.07392,,,,,,
AL1-20251003-1420,M1.2,M1.2,2025-10-03 14:35:00,0,ok,73,15.79,1.03,24.05,450.0,1.943,1009.8,0.11863,15.52,17.79,0.871,,,
AL1-20251003-1659,C7.7,C7.2,2025-10-03 17:17:00,0,ok,49,14.78,1.35,21.96,450.0,2.635,540.2,0.11961,13.49,15.26,0.535,,,
AL1-20251004-0134,C5.7,C5.5,2025-10-04 01:41:00,0,ok,2,15.19,1.7,15.19,-10.0,1.352,348.1,0.10127,,,,,,
AL1-20251006-2018,C5.5,C5.1,2025-10-06 20:37:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251007-1123,C6.3,C5.5,2025-10-07 11:29:00,0,ok,10,17.69,1.72,19.75,70.0,2.556,377.4,0.12635,16.0,18.4,,,,
AL1-20251007-1957,C9.3,C9.2,2025-10-07 20:07:00,0,ok,32,15.95,1.32,18.91,130.0,1.352,684.4,0.10392,13.5,15.26,0.745,,,
AL1-20251009-1214,M2.1,M2.0,2025-10-09 12:30:00,0,ok,83,14.79,0.67,19.76,450.0,2.143,1744.0,0.13845,14.61,16.65,0.907,,,
AL1-20251012-1317,C9.2,C9.4,2025-10-12 13:48:00,0,ok,107,13.23,1.14,17.76,930.0,1.731,646.1,0.11454,11.54,12.89,0.783,,,
AL1-20251013-0001,C6.6,C6.4,2025-10-13 00:12:00,0,no pre-flare background,,,,,,,,,,,,,,
AL1-20251013-0017,C8.9,C9.3,2025-10-13 00:35:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251013-0404,C6.2,C5.7,2025-10-13 04:12:00,0,ok,6,20.26,2.3,20.26,10.0,1.08,354.6,0.12578,18.8,22.02,,,,
AL1-20251013-0457,M1.8,M1.9,2025-10-13 05:24:00,0,ok,103,16.06,0.71,19.78,730.0,2.063,1505.0,0.16023,14.61,16.64,0.782,,,
AL1-20251013-0649,C7.9,C7.4,2025-10-13 06:54:00,0,ok,6,20.1,2.04,20.71,70.0,1.011,534.3,0.11461,16.54,19.04,,,,
AL1-20251013-0721,C5.9,C5.7,2025-10-13 07:30:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251013-0739,M1.0,C9.8,2025-10-13 07:47:00,0,ok,28,18.4,1.24,21.97,70.0,1.582,744.2,0.14312,18.89,22.14,0.583,,,
AL1-20251013-0855,M2.8,,2025-10-13 09:19:00,0,ok,78,15.81,0.54,18.24,250.0,1.667,2334.8,0.16551,14.97,17.1,0.967,,,
AL1-20251013-1032,M1.0,C9.4,2025-10-13 10:46:00,0,ok,50,13.65,0.97,18.79,350.0,2.441,735.8,0.13274,13.22,14.92,0.558,,,
AL1-20251013-1304,M1.3,M1.2,2025-10-13 13:17:00,0,ok,85,17.02,0.96,22.44,530.0,2.367,1017.4,0.16797,17.02,19.7,0.739,,,
AL1-20251013-1639,C7.8,C7.2,2025-10-13 16:52:00,0,ok,18,17.24,1.45,20.86,150.0,1.606,489.4,0.13222,14.23,16.16,0.886,,,
AL1-20251013-1847,C6.5,C6.1,2025-10-13 18:58:00,0,ok,10,16.38,1.55,21.31,90.0,2.028,390.0,0.1191,14.97,17.09,,,,
AL1-20251013-1901,C8.5,C8.0,2025-10-13 19:07:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251014-0035,M2.1,M2.0,2025-10-14 00:40:00,0,ok,17,24.02,0.86,26.23,90.0,2.652,1298.3,0.23016,21.11,25.2,,,,
AL1-20251014-0833,C6.6,,2025-10-14 08:46:00,0,ok,7,16.15,1.85,17.92,-10.0,0.996,402.8,nan,18.54,21.69,,,,
AL1-20251014-1241,M1.8,M1.9,2025-10-14 12:47:00,0,ok,35,18.9,0.86,22.52,110.0,2.134,1552.2,0.15363,17.23,19.99,0.773,,,
AL1-20251014-1525,C5.1,C5.0,2025-10-14 15:39:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251014-1746,C7.2,C6.6,2025-10-14 17:53:00,0,ok,1,18.78,2.12,18.78,-30.0,1.549,488.4,0.0969,,,,,,
AL1-20251014-1924,C7.5,C7.0,2025-10-14 19:42:00,0,ok,12,12.36,1.29,17.92,70.0,1.996,460.5,0.11046,15.77,18.1,,,,
AL1-20251014-2027,M3.2,M3.1,2025-10-14 20:35:00,0,ok,34,21.13,0.58,24.22,90.0,1.764,2518.3,0.21888,18.88,22.15,0.973,,,
AL1-20251014-2132,C8.0,C7.8,2025-10-14 21:43:00,0,ok,18,12.92,1.36,18.39,-10.0,1.266,552.2,0.09857,13.76,15.57,0.486,,,
AL1-20251014-2356,C5.5,C5.3,2025-10-15 00:10:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251015-0123,C8.0,C7.7,2025-10-15 01:43:00,0,ok,18,11.62,1.35,16.32,50.0,2.384,520.2,0.09692,10.88,12.09,0.886,,,
AL1-20251015-0340,C9.2,C9.1,2025-10-15 03:44:00,0,ok,8,23.21,1.97,25.29,30.0,2.353,477.4,0.13156,21.57,25.81,,,,
AL1-20251015-0348,M1.5,,2025-10-15 03:57:00,0,ok,17,17.08,0.96,31.7,270.0,2.9,1197.8,0.16802,15.17,17.32,,,,
AL1-20251015-0358,M4.9,M4.8,2025-10-15 04:16:00,0,ok,85,17.35,0.5,30.17,850.0,1.163,4377.8,0.198,16.17,18.62,0.814,,,
AL1-20251015-0704,M3.7,M3.7,2025-10-15 07:17:00,0,ok,39,18.67,0.49,22.99,230.0,1.931,3024.4,0.19943,16.91,19.57,0.863,,,
AL1-20251015-1401,M1.2,M1.1,2025-10-15 14:10:00,0,ok,71,16.07,0.97,22.64,110.0,2.442,926.8,0.12994,15.13,17.29,0.725,,,
AL1-20251015-1802,C8.1,C8.3,2025-10-15 18:07:00,0,ok,4,16.06,1.4,19.66,30.0,1.836,609.1,0.09664,13.7,15.49,,,,
AL1-20251015-2146,M2.7,M2.7,2025-10-15 22:27:00,0,ok,101,16.29,0.6,24.93,1650.0,0.994,2324.6,0.16346,14.53,16.55,0.482,,,
AL1-20251015-2337,M2.3,M2.4,2025-10-15 23:44:00,0,ok,31,18.86,0.85,25.38,170.0,1.828,1948.9,0.14382,16.8,19.38,0.733,,,
AL1-20251017-0119,M1.6,M1.5,2025-10-17 01:27:00,0,ok,45,21.28,1.0,21.82,30.0,1.948,1128.0,0.17166,17.98,20.96,0.536,,,
AL1-20251018-0217,M1.2,M1.1,2025-10-18 02:37:00,0,ok,68,17.14,1.03,23.74,850.0,1.472,937.7,0.13865,14.96,17.08,0.553,,,
AL1-20251018-0429,C7.5,,2025-10-18 05:09:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251018-0538,M1.0,C9.9,2025-10-18 06:04:00,0,ok,49,11.33,1.17,16.44,610.0,1.742,801.6,0.08323,11.9,13.31,0.376,,,
AL1-20251018-0632,M1.4,M1.2,2025-10-18 06:39:00,0,ok,28,17.81,1.01,24.0,250.0,1.688,1117.9,0.123,15.5,17.75,0.517,,,
AL1-20251018-0649,M1.4,M1.3,2025-10-18 06:57:00,0,ok,26,17.2,1.23,25.94,270.0,2.369,1142.2,0.12231,17.17,19.87,0.683,,,
AL1-20251018-0734,C6.9,C5.9,2025-10-18 07:47:00,0,ok,8,16.76,1.79,16.78,-50.0,1.895,470.2,0.0902,12.88,14.5,,,,
AL1-20251018-0832,C9.2,,2025-10-18 09:06:00,0,ok,87,13.53,1.3,19.03,810.0,1.723,693.8,0.09845,13.76,15.58,0.816,,,
AL1-20251018-1036,M1.6,M1.5,2025-10-18 10:51:00,0,ok,39,15.2,0.85,19.64,250.0,2.682,1344.8,0.12279,14.95,17.06,0.725,,,
AL1-20251018-1440,C8.0,,2025-10-18 15:13:00,0,ok,2,14.03,1.61,14.3,70.0,0.546,603.5,0.07034,,,,,,
AL1-20251018-2149,C8.9,C7.9,2025-10-18 21:53:00,0,ok,11,19.66,1.96,20.17,50.0,1.916,575.0,0.14223,17.97,20.88,,,,
AL1-20251019-0144,M1.1,M1.0,2025-10-19 01:56:00,0,ok,21,15.13,1.02,20.55,150.0,2.828,861.6,0.13063,15.44,17.67,0.943,,,
AL1-20251019-0747,C5.6,C4.7,2025-10-19 08:02:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251019-2004,M2.0,M1.8,2025-10-19 20:14:00,0,ok,48,17.15,0.68,25.15,250.0,1.801,1592.6,0.17993,15.62,17.92,0.921,,,
AL1-20251020-0225,C6.3,C5.9,2025-10-20 02:34:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251020-0509,M1.1,M1.0,2025-10-20 05:27:00,0,ok,43,12.93,1.15,16.11,390.0,1.605,877.0,0.08272,12.28,13.77,0.38,,,
AL1-20251023-1519,C5.7,C5.2,2025-10-23 15:23:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251031-1957,C7.5,,2025-10-31 20:41:00,0,ok,86,16.34,1.7,17.28,390.0,1.135,478.6,0.12046,12.56,14.11,0.831,,,
AL1-20251101-1649,C5.1,C4.6,2025-11-01 16:55:00,0,ok,3,15.07,1.74,16.89,50.0,1.997,286.9,0.12052,,,,,,
AL1-20251102-0013,M1.1,M1.0,2025-11-02 00:26:00,0,ok,42,14.18,0.88,23.33,350.0,2.425,802.8,0.14904,11.93,13.35,0.851,,,
AL1-20251102-1226,C8.6,C8.2,2025-11-02 12:46:00,0,ok,10,13.52,1.68,16.88,110.0,1.049,639.0,0.08967,15.02,17.1,,,,
AL1-20251103-0413,C7.7,C7.1,2025-11-03 04:29:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251103-0839,M1.4,,2025-11-03 09:16:00,0,ok,85,13.36,0.85,21.17,1190.0,1.586,1211.2,0.10439,12.76,14.36,0.73,,,
AL1-20251103-0937,M4.7,M5.0,2025-11-03 10:11:00,0,ok,142,17.07,0.45,24.57,1570.0,1.631,4344.7,0.16368,15.34,17.55,0.274,,,
AL1-20251103-1217,M3.1,M3.2,2025-11-03 12:47:00,0,ok,81,14.2,0.5,25.11,1350.0,1.824,2795.4,0.13842,13.86,15.72,0.623,,,
AL1-20251103-2336,C8.3,C8.7,2025-11-04 00:07:00,0,ok,18,14.27,1.49,16.23,550.0,1.687,547.0,0.08127,,,,,,
AL1-20251104-0124,C6.5,C6.5,2025-11-04 01:28:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251104-0131,M3.4,M3.5,2025-11-04 01:48:00,0,ok,85,17.09,0.51,29.24,750.0,1.78,3014.8,0.18902,15.1,17.26,0.758,,,
AL1-20251104-1005,C5.0,C4.6,2025-11-04 10:13:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251104-1714,X1.6,X1.7,2025-11-04 17:34:00,0,ok,90,20.81,0.21,25.77,410.0,1.341,14118.6,0.27429,19.26,22.67,0.898,,,
AL1-20251104-2010,C9.5,C9.3,2025-11-04 20:18:00,0,ok,27,14.88,1.06,19.02,50.0,1.662,669.6,0.13506,13.36,15.09,0.733,,,
AL1-20251104-2150,X1.1,X1.1,2025-11-04 22:01:00,0,ok,54,20.87,0.27,24.3,210.0,2.022,9797.2,0.26206,19.28,22.7,0.926,,,
AL1-20251104-2231,M1.5,,2025-11-04 22:43:00,0,ok,17,15.28,1.92,18.33,110.0,0.787,1311.5,0.08262,11.85,13.17,0.143,,,
AL1-20251105-0147,C6.5,C6.2,2025-11-05 01:54:00,0,ok,13,17.07,1.68,20.55,-10.0,1.272,415.9,0.10865,17.32,20.09,,,,
AL1-20251105-0255,C8.0,C8.0,2025-11-05 03:00:00,0,ok,10,15.86,1.9,19.46,90.0,2.282,528.9,0.10647,14.49,16.45,,,,
AL1-20251105-0453,M1.0,C9.9,2025-11-05 05:04:00,0,ok,21,18.15,1.11,22.05,30.0,1.755,693.1,0.15657,15.35,17.57,0.821,,,
AL1-20251105-0741,C5.3,C4.9,2025-11-05 07:48:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251105-1037,M6.9,M7.4,2025-11-05 11:18:00,0,ok,151,13.94,0.29,23.66,1670.0,1.244,6335.7,0.15233,13.78,15.61,0.8,,,
AL1-20251105-1424,C8.2,C8.3,2025-11-05 14:31:00,0,ok,11,14.09,1.5,18.65,50.0,1.464,589.4,0.08043,13.49,15.24,,,,
AL1-20251105-2153,M8.4,M8.6,2025-11-05 22:07:00,0,ok,45,19.25,0.3,22.46,330.0,1.829,7549.6,0.21167,17.68,20.57,0.863,,,
AL1-20251106-0416,M1.2,M1.1,2025-11-06 04:30:00,0,ok,47,14.97,0.88,19.87,450.0,2.271,841.9,0.14557,13.33,15.05,0.718,,,
AL1-20251106-0651,C5.5,C5.3,2025-11-06 06:56:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251106-1813,C5.2,C5.6,2025-11-06 18:25:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251106-1943,C9.3,C9.3,2025-11-06 20:02:00,0,ok,34,15.0,1.12,20.19,130.0,2.18,680.4,0.1247,14.5,16.5,0.874,,,
AL1-20251107-0524,C5.2,C5.1,2025-11-07 05:28:00,0,ok,4,21.37,2.33,21.37,10.0,1.919,263.8,0.11881,16.27,18.74,,,,
AL1-20251107-0626,M1.6,M1.7,2025-11-07 07:12:00,0,ok,131,15.89,0.79,18.69,1370.0,1.201,1361.0,0.13821,14.52,16.53,0.485,,,
AL1-20251107-0918,C8.8,C8.7,2025-11-07 09:26:00,0,ok,18,16.72,1.25,20.26,90.0,2.203,582.3,0.14282,15.28,17.49,0.829,,,
AL1-20251107-1547,C7.0,C6.9,2025-11-07 15:51:00,0,ok,9,20.77,1.63,20.8,30.0,1.977,420.4,0.14157,17.89,20.85,,,,
AL1-20251107-2026,C5.9,C5.8,2025-11-07 20:45:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251109-0356,C6.2,C6.2,2025-11-09 04:13:00,0,ok,17,15.71,1.67,16.43,170.0,1.943,398.0,0.10351,14.17,16.09,,,,
AL1-20251109-0700,X1.4,X1.7,2025-11-09 07:33:00,0,ok,130,19.76,0.22,25.01,1010.0,1.163,12465.4,0.23721,18.26,21.34,0.779,,,
AL1-20251109-1811,C5.1,C5.4,2025-11-09 18:38:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251110-0849,X1.1,X1.2,2025-11-10 09:18:00,0,ok,99,20.37,0.27,25.9,710.0,1.602,9772.5,0.2481,18.56,21.74,0.554,,,
AL1-20251110-1407,C5.9,C6.0,2025-11-10 14:16:00,0,ok,12,16.08,1.84,20.74,-30.0,2.6,546.7,0.11208,13.9,15.74,,,,
AL1-20251110-1511,C7.8,C7.7,2025-11-10 15:22:00,0,ok,18,17.96,1.57,20.23,70.0,1.697,686.8,0.12836,16.18,18.61,0.943,,,
AL1-20251110-1752,C5.9,C5.3,2025-11-10 18:13:00,0,ok,19,14.77,1.54,20.99,50.0,2.04,514.0,0.13245,16.61,19.17,0.657,,,
AL1-20251110-1942,M1.5,M1.5,2025-11-10 19:57:00,0,ok,21,18.72,0.88,21.62,90.0,1.807,1244.8,0.16895,17.42,20.23,0.857,,,
AL1-20251110-2217,C5.7,C5.8,2025-11-10 22:21:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251113-0232,C5.9,C6.0,2025-11-13 03:34:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251113-1320,C5.3,C4.9,2025-11-13 13:26:00,0,ok,2,17.39,1.99,17.39,10.0,1.646,487.3,0.10607,13.39,15.12,,,,
AL1-20251114-0708,M1.8,M1.8,2025-11-14 07:38:00,0,ok,62,17.18,0.81,22.89,810.0,2.054,1737.0,0.13658,15.22,17.41,0.62,,,
AL1-20251114-0744,M3.5,,2025-11-14 08:08:00,0,ok,47,16.43,0.73,20.49,490.0,1.892,3402.5,0.16244,14.64,16.68,-0.086,,,
AL1-20251114-0809,X3.0,X4.0,2025-11-14 08:29:00,0,ok,83,26.38,0.2,30.73,170.0,1.232,21607.8,0.31838,23.69,28.84,0.839,,,
AL1-20251114-2003,M1.4,M1.3,2025-11-14 20:12:00,0,ok,17,17.86,0.8,26.43,130.0,3.077,1224.0,0.18349,17.34,20.12,,,,
AL1-20251114-2051,C5.2,C4.7,2025-11-14 20:59:00,0,ok,2,13.19,1.56,14.67,-10.0,3.01,476.4,0.11685,14.62,16.67,,,,
AL1-20251114-2120,M1.3,M1.3,2025-11-14 21:31:00,0,ok,13,22.51,1.1,25.14,50.0,2.295,1146.8,0.16841,19.33,22.76,,,,
AL1-20251115-2242,M1.0,C8.7,2025-11-15 22:51:00,0,ok,16,24.14,1.39,24.62,30.0,2.033,808.8,0.19887,20.56,24.43,,,,
AL1-20251119-0929,M1.1,C9.9,2025-11-19 09:52:00,0,ok,77,15.97,1.15,18.44,730.0,1.641,842.4,0.12163,15.62,17.92,0.822,,,
AL1-20251121-1323,C5.1,C3.8,2025-11-21 13:30:00,0,ok,1,13.46,1.56,13.46,-30.0,3.549,312.8,0.10483,,,,,,
AL1-20251122-1126,C6.7,C4.8,2025-11-22 11:46:00,0,ok,5,19.61,1.47,19.92,30.0,1.783,353.8,0.13839,18.83,22.09,,,,
AL1-20251122-1849,C7.2,C6.3,2025-11-22 19:00:00,0,ok,21,14.49,1.37,17.84,210.0,1.742,473.1,0.11311,12.78,14.39,0.464,,,
AL1-20251128-1334,C5.8,C4.9,2025-11-28 13:44:00,0,ok,4,19.75,2.0,25.19,-50.0,1.201,387.8,0.11591,,,,,,
AL1-20251128-1602,C5.5,C5.1,2025-11-28 16:46:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251128-1821,C5.4,C5.3,2025-11-28 18:28:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251128-1849,C5.8,C5.3,2025-11-28 18:56:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251128-2211,M5.8,M5.9,2025-11-28 22:21:00,0,ok,21,23.32,0.61,27.26,-30.0,2.201,2562.8,0.34729,22.86,27.66,0.607,,,
AL1-20251128-2352,C7.8,M1.6,2025-11-28 23:59:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251129-1303,M1.2,M1.1,2025-11-29 13:16:00,0,ok,29,17.11,0.98,24.54,190.0,2.021,888.3,0.14871,16.86,19.5,0.855,,,
AL1-20251129-1536,M3.0,M2.8,2025-11-29 16:06:00,0,ok,124,16.91,0.53,20.6,430.0,1.446,2512.9,0.18792,15.38,17.6,0.778,,,
AL1-20251129-2007,M1.4,M1.4,2025-11-29 20:14:00,0,ok,16,18.44,0.94,23.0,90.0,2.682,1150.5,0.15579,16.87,19.51,,,,
AL1-20251129-2136,M1.5,M1.4,2025-11-29 21:47:00,0,ok,35,19.17,0.96,19.57,330.0,1.983,1171.8,0.15556,17.34,20.12,0.345,,,
AL1-20251130-0003,C8.2,C8.0,2025-11-30 00:38:00,0,ok,46,13.65,1.44,15.87,550.0,0.849,578.8,0.08934,11.96,13.39,0.453,,,
AL1-20251130-0532,C6.4,,2025-11-30 06:03:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251130-0858,C6.5,C6.7,2025-11-30 09:17:00,0,ok,2,13.87,1.64,19.56,630.0,2.129,397.9,0.06105,,,,,,
AL1-20251130-1007,C8.8,C8.3,2025-11-30 10:21:00,0,ok,23,13.63,1.13,18.1,150.0,1.96,624.5,0.1112,14.97,17.09,0.69,,,
AL1-20251130-1043,C8.7,C8.9,2025-11-30 10:53:00,0,ok,1,16.71,1.97,16.71,-50.0,1.161,700.2,0.07693,,,,,,
AL1-20251130-1230,C9.7,,2025-11-30 12:58:00,0,ok,85,13.4,1.25,16.18,-270.0,1.411,757.7,0.09309,13.92,15.77,-0.194,,,
AL1-20251130-1926,C5.2,C5.4,2025-11-30 19:42:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251130-2033,C5.4,C5.3,2025-11-30 20:47:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251130-2157,C5.6,C5.5,2025-11-30 22:01:00,0,ok,4,16.14,1.86,16.6,-90.0,1.571,357.6,0.093,,,,,,
AL1-20251201-0224,X1.6,X1.9,2025-12-01 02:49:00,0,ok,86,20.11,0.2,26.52,510.0,1.271,14762.0,0.2485,18.77,22.01,0.829,,,
AL1-20251201-0946,C5.8,C6.0,2025-12-01 10:12:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251202-2032,C5.8,C5.4,2025-12-02 20:38:00,0,ok,6,14.61,1.66,17.89,-30.0,3.042,546.1,0.10568,14.19,16.12,,,,
AL1-20251203-1241,C5.3,C5.4,2025-12-03 12:52:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251204-0011,C9.1,C9.2,2025-12-04 00:16:00,0,ok,11,24.69,1.43,26.47,50.0,2.248,779.3,0.17028,21.4,25.59,,,,
AL1-20251204-0228,M5.5,M6.0,2025-12-04 02:50:00,0,ok,45,18.53,0.37,21.28,210.0,2.019,5212.8,0.19852,17.18,19.92,0.907,,,
AL1-20251204-2318,C6.9,C6.8,2025-12-04 23:23:00,0,ok,15,17.2,1.63,28.49,110.0,2.435,595.4,0.13911,17.51,20.31,,,,
AL1-20251206-0114,C5.5,C5.7,2025-12-06 01:22:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251206-0259,C6.1,C6.4,2025-12-06 03:08:00,0,ok,16,16.85,1.62,19.62,210.0,1.249,545.1,0.10856,16.81,19.43,0.943,,,
AL1-20251206-1858,C9.3,M1.1,2025-12-06 19:20:00,0,ok,51,13.73,1.04,19.49,330.0,2.021,862.5,0.11591,13.72,15.53,0.745,,,
AL1-20251206-2031,M6.5,M8.1,2025-12-06 20:39:00,0,ok,39,17.12,0.33,22.38,150.0,1.889,6133.6,0.17382,15.84,18.19,0.919,,,
AL1-20251207-1150,C7.5,C7.5,2025-12-07 12:03:00,0,ok,12,17.25,1.6,18.8,70.0,1.947,676.6,0.09919,15.44,17.68,,,,
AL1-20251207-2041,C6.1,C6.3,2025-12-07 20:45:00,0,ok,4,17.07,1.87,19.24,-30.0,2.126,561.7,0.10201,,,,,,
AL1-20251207-2240,C6.4,C6.7,2025-12-07 22:48:00,0,ok,9,12.5,1.5,18.2,-30.0,2.669,600.6,0.08767,13.18,14.86,,,,
AL1-20251207-2355,M2.2,M2.4,2025-12-08 00:11:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251208-0418,C6.0,C6.2,2025-12-08 04:27:00,0,ok,12,12.56,1.36,18.43,170.0,2.266,540.8,0.09904,11.19,12.46,,,,
AL1-20251208-0454,X1.1,X1.1,2025-12-08 05:01:00,0,ok,20,22.06,0.27,24.85,70.0,2.11,9887.3,0.23023,19.61,23.14,0.943,,,
AL1-20251208-0640,M1.5,M1.8,2025-12-08 06:53:00,0,ok,49,15.04,0.81,23.11,270.0,2.255,1395.4,0.12567,14.1,16.01,0.815,,,
AL1-20251208-0849,C8.0,C8.0,2025-12-08 08:57:00,0,ok,21,16.22,1.42,18.28,-190.0,1.826,733.9,0.11293,14.01,15.9,0.357,,,
AL1-20251208-1220,C5.3,C5.2,2025-12-08 12:28:00,0,ok,3,15.03,1.74,16.82,130.0,2.449,521.1,0.09874,,,,,,
AL1-20251208-1242,M1.0,M1.0,2025-12-08 13:04:00,0,ok,50,13.34,1.0,19.2,330.0,1.916,997.6,0.11019,12.42,13.94,0.871,,,
AL1-20251208-2113,M3.3,M3.1,2025-12-08 21:17:00,0,ok,24,26.43,0.76,27.8,30.0,2.526,2266.3,0.26743,23.51,28.59,0.976,,,
AL1-20251208-2204,M1.2,M1.2,2025-12-08 22:28:00,0,ok,48,12.33,0.97,16.12,290.0,2.016,1136.7,0.10096,13.69,15.5,0.762,,,
AL1-20251209-1158,C6.3,C6.0,2025-12-09 12:03:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251209-1318,C5.7,C5.6,2025-12-09 13:34:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251209-1454,M1.5,M1.5,2025-12-09 15:13:00,0,ok,29,17.37,0.84,21.44,50.0,2.26,1287.7,0.16093,16.81,19.43,0.867,,,
AL1-20251209-2313,M1.5,M1.5,2025-12-09 23:26:00,0,ok,42,17.32,0.82,23.65,230.0,2.759,1341.2,0.17704,16.69,19.28,0.807,,,
AL1-20251210-0120,C7.4,C7.8,2025-12-10 01:25:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251210-0240,C8.1,C7.9,2025-12-10 02:47:00,0,ok,10,14.77,1.61,19.84,50.0,2.256,719.6,0.11167,14.06,15.93,,,,
AL1-20251210-0305,C6.5,,2025-12-10 03:13:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251210-0317,C9.3,C9.5,2025-12-10 03:22:00,0,ok,17,19.59,2.25,21.21,90.0,1.317,890.0,0.12304,17.81,20.63,,,,
AL1-20251210-0417,M1.3,M1.2,2025-12-10 04:22:00,0,ok,17,20.29,1.05,22.68,90.0,1.811,1175.0,0.14957,17.29,20.06,,,,
AL1-20251210-0731,M2.0,M1.9,2025-12-10 07:36:00,0,ok,20,20.86,0.9,21.39,70.0,1.818,1383.5,0.2057,20.41,24.22,0.943,,,
AL1-20251210-0945,M1.0,M1.0,2025-12-10 09:54:00,0,ok,32,16.62,1.11,20.49,170.0,2.249,968.9,0.14195,17.03,19.71,0.736,,,
AL1-20251210-1332,M1.6,M1.6,2025-12-10 13:42:00,0,ok,28,19.5,0.85,23.55,170.0,2.462,1481.3,0.18613,17.68,20.56,0.633,,,
AL1-20251210-2203,M4.3,M4.4,2025-12-10 22:08:00,0,ok,24,20.46,0.47,22.63,110.0,2.374,4008.8,0.23215,18.82,22.08,0.357,,,
AL1-20251211-0933,C6.0,C5.0,2025-12-11 09:37:00,0,ok,6,19.85,2.2,19.85,10.0,1.926,466.3,0.1397,17.37,20.15,,,,
AL1-20251211-1516,C5.2,C5.0,2025-12-11 15:28:00,0,ok,3,16.09,1.83,16.46,450.0,1.694,505.4,0.07307,,,,,,
AL1-20251211-1539,M1.0,C9.7,2025-12-11 15:46:00,0,ok,20,19.38,1.21,20.66,30.0,1.441,964.2,0.14522,16.97,19.64,0.857,,,
AL1-20251212-0451,M2.0,M2.0,2025-12-12 05:04:00,0,ok,55,16.81,0.71,18.95,330.0,2.031,1815.2,0.15961,15.95,18.34,0.631,,,
AL1-20251212-0528,M1.1,,2025-12-12 05:38:00,0,ok,13,14.47,2.01,23.72,210.0,1.596,1036.0,0.10032,,,,,,
AL1-20251213-1036,C9.8,C8.6,2025-12-13 10:51:00,0,ok,39,14.47,1.14,19.34,210.0,1.895,954.9,0.12093,13.87,15.72,0.888,,,
AL1-20251219-1535,M1.1,M1.0,2025-12-19 15:57:00,0,ok,50,15.57,0.96,21.42,690.0,1.569,832.4,0.14404,14.22,16.16,0.818,,,
AL1-20251220-0745,M1.1,M1.0,2025-12-20 07:56:00,0,ok,38,15.25,1.03,20.04,330.0,1.731,860.6,0.11848,14.51,16.51,0.49,,,
