id,t_utc,t_rel_peak_s,rate_cps,T_MK,T_err_MK,log_amp,fe_ew_keV
AL1-20240513-0800,2024-05-13 08:26:40,-130.0,1452.5,12.99,0.81,9.612,0.878
AL1-20240513-0800,2024-05-13 08:27:00,-110.0,1443.8,12.83,0.85,9.535,0.523
AL1-20240513-0800,2024-05-13 08:27:20,-90.0,1419.2,12.22,0.82,9.754,0.995
AL1-20240513-0800,2024-05-13 08:27:40,-70.0,1407.5,12.33,0.81,9.735,1.025
AL1-20240513-0800,2024-05-13 08:28:00,-50.0,1429.0,12.89,0.89,9.436,1.039
AL1-20240513-0800,2024-05-13 08:28:20,-30.0,1450.7,14.19,0.96,9.1,0.765
AL1-20240513-0800,2024-05-13 08:28:40,-10.0,1484.0,13.82,0.89,9.275,1.38
AL1-20240513-0800,2024-05-13 08:29:00,10.0,1502.2,13.84,0.9,9.248,0.888
AL1-20240513-0800,2024-05-13 08:29:20,30.0,1499.8,12.25,0.79,9.818,0.935
AL1-20240513-0800,2024-05-13 08:29:40,50.0,1484.4,11.09,0.75,10.239,1.24
AL1-20240513-0800,2024-05-13 08:30:00,70.0,1474.7,11.54,0.8,9.996,1.159
AL1-20240513-0800,2024-05-13 08:30:20,90.0,1454.0,11.51,0.83,9.919,0.847
AL1-20240513-0800,2024-05-13 08:30:40,110.0,1435.7,13.2,0.92,9.305,0.629
AL1-20240513-0800,2024-05-13 08:31:00,130.0,1408.8,13.35,0.96,9.221,0.394
AL1-20240513-0800,2024-05-13 08:31:20,150.0,1400.4,12.27,0.91,9.539,0.866
AL1-20240513-0800,2024-05-13 08:31:40,170.0,1381.7,13.22,1.04,9.136,0.485
AL1-20240513-0800,2024-05-13 08:32:00,190.0,1354.6,10.08,0.81,10.394,0.935
AL1-20240513-0800,2024-05-13 08:32:20,210.0,1351.3,10.08,0.82,10.366,0.725
AL1-20240513-0800,2024-05-13 08:32:40,230.0,1322.0,10.28,0.87,10.192,0.974
AL1-20240513-0800,2024-05-13 08:33:00,250.0,1295.4,11.38,0.98,9.609,0.441
AL1-20240513-0800,2024-05-13 08:33:20,270.0,1296.7,10.65,0.92,9.939,1.096
AL1-20240513-0800,2024-05-13 08:33:40,290.0,1261.8,10.58,0.94,9.921,0.725
AL1-20240513-0800,2024-05-13 08:34:00,310.0,1246.5,11.54,1.07,9.392,0.937
AL1-20240513-0800,2024-05-13 08:34:20,330.0,1229.3,10.65,0.96,9.899,0.067
AL1-20240513-0800,2024-05-13 08:34:40,350.0,1203.5,12.54,1.16,9.009,-0.019
AL1-20240513-0800,2024-05-13 08:35:00,370.0,1207.8,10.97,1.12,9.474,0.869
AL1-20240513-0800,2024-05-13 08:35:20,390.0,1198.0,12.76,1.25,8.841,0.256
AL1-20240513-0800,2024-05-13 08:35:40,410.0,1183.5,10.7,1.03,9.71,0.977
AL1-20240513-0800,2024-05-13 08:36:00,430.0,1175.7,12.64,1.25,8.872,-0.222
AL1-20240513-0800,2024-05-13 08:36:20,450.0,1164.1,10.68,1.22,9.404,0.946
AL1-20240513-0800,2024-05-13 08:36:40,470.0,1154.5,10.65,1.21,9.432,0.579
AL1-20240513-0800,2024-05-13 08:37:00,490.0,1141.0,8.7,0.84,10.851,1.166
AL1-20240513-0800,2024-05-13 08:37:20,510.0,1139.3,11.92,1.35,8.878,0.925
AL1-20240513-0800,2024-05-13 08:37:40,530.0,1124.8,12.2,1.39,8.783,0.678
AL1-20240513-0800,2024-05-13 08:38:00,550.0,1124.5,11.57,1.3,9.038,0.464
AL1-20240513-0800,2024-05-13 08:38:20,570.0,1111.2,10.92,1.26,9.313,0.696
AL1-20240513-0800,2024-05-13 08:38:40,590.0,1103.1,10.56,1.18,9.491,1.92
AL1-20240513-0800,2024-05-13 08:39:00,610.0,1105.9,12.48,1.38,8.685,0.612
AL1-20240513-0800,2024-05-13 08:39:20,630.0,1103.5,12.4,1.44,8.631,0.692
AL1-20240513-0800,2024-05-13 08:39:40,650.0,1087.3,9.5,0.99,10.204,1.127
AL1-20240513-0800,2024-05-13 08:40:00,670.0,1093.8,11.65,1.37,9.049,0.396
AL1-20240513-0800,2024-05-13 08:40:20,690.0,1087.5,11.44,1.32,9.035,0.757
AL1-20240513-0800,2024-05-13 08:40:40,710.0,1089.6,11.92,1.33,8.923,0.631
AL1-20240513-0800,2024-05-13 08:41:00,730.0,1088.7,12.13,1.38,8.799,1.082
AL1-20240513-0800,2024-05-13 08:41:20,750.0,1087.7,8.9,0.97,10.498,1.677
AL1-20240513-0800,2024-05-13 08:41:40,770.0,1078.2,11.35,1.36,9.058,1.322
AL1-20240513-0800,2024-05-13 08:42:00,790.0,1070.3,11.76,1.36,8.886,1.43
AL1-20240513-0800,2024-05-13 08:42:20,810.0,1061.8,12.64,1.39,8.67,0.811
AL1-20240513-0800,2024-05-13 08:42:40,830.0,1069.8,13.36,1.46,8.427,0.721
AL1-20240513-0800,2024-05-13 08:43:00,850.0,1049.3,12.78,1.4,8.615,0.7
AL1-20240513-0800,2024-05-13 08:43:20,870.0,1058.5,11.38,1.29,9.103,0.526
AL1-20240513-0800,2024-05-13 08:43:40,890.0,1053.8,11.73,1.42,8.852,1.164
AL1-20240513-0847,2024-05-13 08:50:40,-370.0,1149.0,21.97,2.79,6.463,0.763
AL1-20240513-0847,2024-05-13 08:51:00,-350.0,1167.3,18.57,2.39,6.976,1.202
AL1-20240513-0847,2024-05-13 08:51:20,-330.0,1168.9,15.77,2.14,7.575,1.466
AL1-20240513-0847,2024-05-13 08:52:20,-270.0,1195.3,17.96,2.28,7.15,1.0
AL1-20240513-0847,2024-05-13 08:52:40,-250.0,1220.2,13.55,1.75,8.297,2.125
AL1-20240513-0847,2024-05-13 08:53:00,-230.0,1263.0,14.84,1.68,8.094,1.784
AL1-20240513-0847,2024-05-13 08:53:20,-210.0,1295.3,17.57,1.64,7.76,0.938
AL1-20240513-0847,2024-05-13 08:53:40,-190.0,1347.8,18.31,1.66,7.679,1.085
AL1-20240513-0847,2024-05-13 08:54:00,-170.0,1366.7,16.52,1.45,8.084,1.29
AL1-20240513-0847,2024-05-13 08:54:20,-150.0,1413.8,16.86,1.53,8.002,1.085
AL1-20240513-0847,2024-05-13 08:54:40,-130.0,1429.0,16.68,1.36,8.198,0.969
AL1-20240513-0847,2024-05-13 08:55:00,-110.0,1461.5,17.46,1.43,8.036,1.138
AL1-20240513-0847,2024-05-13 08:55:20,-90.0,1454.2,16.53,1.32,8.251,1.259
AL1-20240513-0847,2024-05-13 08:55:40,-70.0,1473.6,20.35,1.58,7.581,1.077
AL1-20240513-0847,2024-05-13 08:56:00,-50.0,1484.1,14.93,1.19,8.7,1.154
AL1-20240513-0847,2024-05-13 08:56:20,-30.0,1491.5,16.61,1.34,8.229,1.312
AL1-20240513-0847,2024-05-13 08:56:40,-10.0,1510.2,15.74,1.26,8.445,1.044
AL1-20240513-0847,2024-05-13 08:57:00,10.0,1523.0,17.05,1.39,8.139,0.962
AL1-20240513-0847,2024-05-13 08:57:20,30.0,1559.2,16.18,1.27,8.38,1.39
AL1-20240513-0847,2024-05-13 08:57:40,50.0,1557.0,15.91,1.26,8.411,1.531
AL1-20240513-0847,2024-05-13 08:58:00,70.0,1552.1,15.85,1.25,8.447,0.926
AL1-20240513-0847,2024-05-13 08:58:20,90.0,1539.8,14.21,1.26,8.736,1.578
AL1-20240513-0847,2024-05-13 08:58:40,110.0,1532.8,15.35,1.23,8.558,0.76
AL1-20240513-0859,2024-05-13 09:05:40,-430.0,1722.3,21.22,3.0,6.722,1.64
AL1-20240513-0859,2024-05-13 09:06:00,-410.0,1756.2,21.4,2.53,6.903,0.885
AL1-20240513-0859,2024-05-13 09:06:20,-390.0,1773.5,21.0,2.8,6.82,1.157
AL1-20240513-0859,2024-05-13 09:06:40,-370.0,1814.0,18.01,2.44,7.508,1.07
AL1-20240513-0859,2024-05-13 09:07:00,-350.0,1865.0,15.7,1.74,8.236,1.569
AL1-20240513-0859,2024-05-13 09:07:20,-330.0,1901.2,19.86,1.92,7.504,0.695
AL1-20240513-0859,2024-05-13 09:07:40,-310.0,1917.0,20.15,1.81,7.587,0.63
AL1-20240513-0859,2024-05-13 09:08:00,-290.0,1946.1,15.98,1.56,8.32,1.277
AL1-20240513-0859,2024-05-13 09:08:20,-270.0,1966.8,20.62,1.85,7.55,0.439
AL1-20240513-0859,2024-05-13 09:08:40,-250.0,1981.2,20.07,1.73,7.705,0.377
AL1-20240513-0859,2024-05-13 09:09:00,-230.0,1996.0,17.88,1.76,7.917,1.006
AL1-20240513-0859,2024-05-13 09:09:20,-210.0,2035.6,17.01,1.51,8.237,0.962
AL1-20240513-0859,2024-05-13 09:09:40,-190.0,2056.9,20.06,1.64,7.774,0.772
AL1-20240513-0859,2024-05-13 09:10:00,-170.0,2107.1,20.93,1.63,7.76,0.602
AL1-20240513-0859,2024-05-13 09:10:20,-150.0,2138.8,18.44,1.29,8.342,0.877
AL1-20240513-0859,2024-05-13 09:10:40,-130.0,2223.8,20.77,1.34,8.05,0.958
AL1-20240513-0859,2024-05-13 09:11:00,-110.0,2228.1,17.45,1.18,8.636,1.112
AL1-20240513-0859,2024-05-13 09:11:20,-90.0,2283.2,18.03,1.17,8.578,1.067
AL1-20240513-0859,2024-05-13 09:11:40,-70.0,2266.3,19.49,1.3,8.235,0.751
AL1-20240513-0859,2024-05-13 09:12:00,-50.0,2275.2,15.96,1.21,8.826,1.473
AL1-20240513-0859,2024-05-13 09:12:20,-30.0,2281.2,17.1,1.21,8.666,1.163
AL1-20240513-0859,2024-05-13 09:12:40,-10.0,2272.4,18.45,1.23,8.421,0.872
AL1-20240513-0859,2024-05-13 09:13:00,10.0,2275.2,17.33,1.3,8.528,0.959
AL1-20240513-0859,2024-05-13 09:13:20,30.0,2276.4,15.83,1.14,8.965,1.267
AL1-20240513-0859,2024-05-13 09:13:40,50.0,2285.2,17.22,1.29,8.575,1.101
AL1-20240513-0914,2024-05-13 09:17:20,-1590.0,2400.3,24.49,5.06,6.21,1.199
AL1-20240513-0914,2024-05-13 09:17:40,-1570.0,2441.0,25.3,4.82,6.217,0.969
AL1-20240513-0914,2024-05-13 09:18:00,-1550.0,2477.6,26.44,4.73,6.213,0.603
AL1-20240513-0914,2024-05-13 09:18:20,-1530.0,2490.6,29.45,5.44,5.848,0.96
AL1-20240513-0914,2024-05-13 09:18:40,-1510.0,2525.8,28.7,5.73,5.892,1.372
AL1-20240513-0914,2024-05-13 09:19:00,-1490.0,2583.9,24.73,3.13,6.829,1.712
AL1-20240513-0914,2024-05-13 09:19:20,-1470.0,2603.8,17.26,2.42,8.073,1.164
AL1-20240513-0914,2024-05-13 09:19:40,-1450.0,2628.0,20.62,2.23,7.664,0.749
AL1-20240513-0914,2024-05-13 09:20:00,-1430.0,2630.7,28.72,3.16,6.683,1.211
AL1-20240513-0914,2024-05-13 09:20:20,-1410.0,2635.2,30.35,3.41,6.548,1.025
AL1-20240513-0914,2024-05-13 09:20:40,-1390.0,2656.3,20.38,2.23,7.732,1.445
AL1-20240513-0914,2024-05-13 09:21:00,-1370.0,2689.1,25.69,2.29,7.195,1.092
AL1-20240513-0914,2024-05-13 09:21:20,-1350.0,2716.6,23.74,2.22,7.361,1.68
AL1-20240513-0914,2024-05-13 09:21:40,-1330.0,2736.5,22.83,1.97,7.626,1.379
AL1-20240513-0914,2024-05-13 09:22:00,-1310.0,2784.8,24.24,1.94,7.565,1.249
AL1-20240513-0914,2024-05-13 09:22:20,-1290.0,2814.2,22.2,1.64,7.889,1.581
AL1-20240513-0914,2024-05-13 09:22:40,-1270.0,2858.0,21.36,1.63,8.021,1.622
AL1-20240513-0914,2024-05-13 09:23:00,-1250.0,2874.9,22.25,1.49,8.043,1.367
AL1-20240513-0914,2024-05-13 09:23:20,-1230.0,2898.3,20.51,1.36,8.337,1.363
AL1-20240513-0914,2024-05-13 09:23:40,-1210.0,2920.7,23.02,1.45,8.02,1.119
AL1-20240513-0914,2024-05-13 09:24:00,-1190.0,2965.3,21.09,1.37,8.259,1.699
AL1-20240513-0914,2024-05-13 09:24:20,-1170.0,3019.1,20.81,1.3,8.393,1.422
AL1-20240513-0914,2024-05-13 09:24:40,-1150.0,3091.1,20.3,1.2,8.559,1.659
AL1-20240513-0914,2024-05-13 09:25:00,-1130.0,3129.0,21.15,1.16,8.536,1.306
AL1-20240513-0914,2024-05-13 09:25:20,-1110.0,3154.7,21.22,1.11,8.56,1.341
AL1-20240513-0914,2024-05-13 09:25:40,-1090.0,3247.2,23.35,1.16,8.352,1.535
AL1-20240513-0914,2024-05-13 09:26:00,-1070.0,3385.5,22.41,0.98,8.668,1.316
AL1-20240513-0914,2024-05-13 09:26:20,-1050.0,3504.4,20.48,0.83,9.065,1.493
AL1-20240513-0914,2024-05-13 09:26:40,-1030.0,3627.6,22.32,0.91,8.801,1.637
AL1-20240513-0914,2024-05-13 09:27:00,-1010.0,3767.6,20.31,0.76,9.233,1.391
AL1-20240513-0914,2024-05-13 09:27:20,-990.0,3823.8,21.39,0.79,9.064,1.338
AL1-20240513-0914,2024-05-13 09:27:40,-970.0,3840.4,20.41,0.77,9.216,1.27
AL1-20240513-0914,2024-05-13 09:28:00,-950.0,3886.5,21.16,0.78,9.134,1.193
AL1-20240513-0914,2024-05-13 09:28:20,-930.0,3907.0,20.94,0.74,9.216,1.319
AL1-20240513-0914,2024-05-13 09:28:40,-910.0,3900.3,20.81,0.74,9.229,1.294
AL1-20240513-0914,2024-05-13 09:29:00,-890.0,3930.2,19.14,0.73,9.426,1.616
AL1-20240513-0914,2024-05-13 09:29:20,-870.0,3984.2,20.57,0.72,9.297,1.276
AL1-20240513-0914,2024-05-13 09:29:40,-850.0,4035.8,19.75,0.7,9.413,1.52
AL1-20240513-0914,2024-05-13 09:30:00,-830.0,4148.1,19.27,0.66,9.578,1.36
AL1-20240513-0914,2024-05-13 09:30:20,-810.0,4186.2,19.93,0.66,9.464,1.524
AL1-20240513-0914,2024-05-13 09:30:40,-790.0,4292.6,20.35,0.65,9.484,1.356
AL1-20240513-0914,2024-05-13 09:31:00,-770.0,4381.4,20.72,0.64,9.475,1.307
AL1-20240513-0914,2024-05-13 09:31:20,-750.0,4455.9,20.75,0.62,9.518,1.337
AL1-20240513-0914,2024-05-13 09:31:40,-730.0,4629.6,20.94,0.6,9.564,1.306
AL1-20240513-0914,2024-05-13 09:32:00,-710.0,4763.9,19.9,0.55,9.781,1.561
AL1-20240513-0914,2024-05-13 09:32:20,-690.0,4831.9,21.28,0.57,9.61,1.169
AL1-20240513-0914,2024-05-13 09:32:40,-670.0,4903.9,19.46,0.54,9.848,1.492
AL1-20240513-0914,2024-05-13 09:33:00,-650.0,4893.1,20.08,0.56,9.751,1.223
AL1-20240513-0914,2024-05-13 09:33:20,-630.0,4925.8,19.57,0.55,9.828,1.351
AL1-20240513-0914,2024-05-13 09:33:40,-610.0,4888.2,18.13,0.52,10.064,1.454
AL1-20240513-0914,2024-05-13 09:34:00,-590.0,4880.7,18.93,0.55,9.895,1.409
AL1-20240513-0914,2024-05-13 09:34:20,-570.0,4890.7,18.06,0.52,10.067,1.248
AL1-20240513-0914,2024-05-13 09:34:40,-550.0,4850.8,19.45,0.57,9.793,1.311
AL1-20240513-0914,2024-05-13 09:35:00,-530.0,4800.9,19.94,0.58,9.688,1.315
AL1-20240513-0914,2024-05-13 09:35:20,-510.0,4817.8,20.13,0.6,9.619,1.405
AL1-20240513-0914,2024-05-13 09:35:40,-490.0,4769.4,18.14,0.54,9.988,1.486
AL1-20240513-0914,2024-05-13 09:36:00,-470.0,4773.6,19.34,0.57,9.784,1.153
AL1-20240513-0914,2024-05-13 09:36:20,-450.0,4766.1,19.35,0.58,9.766,1.3
AL1-20240513-0914,2024-05-13 09:36:40,-430.0,4781.6,18.97,0.57,9.813,1.319
AL1-20240513-0914,2024-05-13 09:37:00,-410.0,4819.2,18.6,0.55,9.926,1.339
AL1-20240513-0914,2024-05-13 09:37:20,-390.0,4851.9,18.63,0.55,9.932,1.395
AL1-20240513-0914,2024-05-13 09:37:40,-370.0,4915.2,18.4,0.54,9.984,1.508
AL1-20240513-0914,2024-05-13 09:38:00,-350.0,4902.3,19.8,0.56,9.756,1.323
AL1-20240513-0914,2024-05-13 09:38:20,-330.0,4947.4,18.96,0.54,9.907,1.222
AL1-20240513-0914,2024-05-13 09:38:40,-310.0,5005.0,17.98,0.52,10.106,1.205
AL1-20240513-0914,2024-05-13 09:39:00,-290.0,5024.8,18.72,0.53,9.975,1.345
AL1-20240513-0914,2024-05-13 09:39:20,-270.0,5047.8,18.74,0.53,9.956,1.324
AL1-20240513-0914,2024-05-13 09:39:40,-250.0,5047.4,18.68,0.52,9.991,1.18
AL1-20240513-0914,2024-05-13 09:40:00,-230.0,5067.5,18.51,0.52,10.041,1.177
AL1-20240513-0914,2024-05-13 09:40:20,-210.0,5064.1,19.19,0.54,9.879,1.305
AL1-20240513-0914,2024-05-13 09:40:40,-190.0,5067.4,18.49,0.52,10.009,1.39
AL1-20240513-0914,2024-05-13 09:41:00,-170.0,5066.9,18.28,0.53,10.015,1.308
AL1-20240513-0914,2024-05-13 09:41:20,-150.0,5098.1,17.59,0.51,10.166,1.437
AL1-20240513-0914,2024-05-13 09:41:40,-130.0,5110.0,17.61,0.49,10.221,1.198
AL1-20240513-0914,2024-05-13 09:42:00,-110.0,5143.4,17.09,0.49,10.298,1.315
AL1-20240513-0914,2024-05-13 09:42:20,-90.0,5176.9,17.7,0.5,10.181,1.394
AL1-20240513-0914,2024-05-13 09:42:40,-70.0,5244.5,17.94,0.49,10.167,1.376
AL1-20240513-0914,2024-05-13 09:43:00,-50.0,5440.7,18.46,0.48,10.16,1.438
AL1-20240513-0914,2024-05-13 09:43:20,-30.0,5802.0,20.2,0.48,10.018,1.283
AL1-20240513-0914,2024-05-13 09:43:40,-10.0,6221.6,20.21,0.43,10.178,1.387
AL1-20240513-0914,2024-05-13 09:44:00,10.0,6427.6,19.94,0.43,10.232,1.499
AL1-20240513-0914,2024-05-13 09:44:20,30.0,6506.6,18.43,0.4,10.476,1.324
AL1-20240513-0914,2024-05-13 09:44:40,50.0,6432.6,18.03,0.41,10.471,1.201
AL1-20240513-0914,2024-05-13 09:45:00,70.0,6306.4,17.39,0.41,10.537,1.225
AL1-20240513-0914,2024-05-13 09:45:20,90.0,6211.4,17.31,0.42,10.508,1.141
AL1-20240513-0914,2024-05-13 09:45:40,110.0,6171.7,17.42,0.43,10.465,1.105
AL1-20240513-0914,2024-05-13 09:46:00,130.0,6099.9,17.17,0.43,10.476,1.061
AL1-20240513-0914,2024-05-13 09:46:20,150.0,6015.2,17.03,0.44,10.463,1.094
AL1-20240513-0914,2024-05-13 09:46:40,170.0,5957.8,17.23,0.46,10.406,1.127
AL1-20240513-0914,2024-05-13 09:47:00,190.0,6007.8,16.84,0.44,10.517,1.238
AL1-20240513-0914,2024-05-13 09:47:20,210.0,5960.8,15.68,0.43,10.737,1.28
AL1-20240513-0914,2024-05-13 09:47:40,230.0,5892.0,16.18,0.44,10.632,1.057
AL1-20240513-0914,2024-05-13 09:48:00,250.0,5903.9,16.37,0.45,10.562,1.073
AL1-20240513-0914,2024-05-13 09:48:20,270.0,5878.6,16.33,0.45,10.557,1.025
AL1-20240513-0914,2024-05-13 09:48:40,290.0,5899.4,17.26,0.45,10.397,1.002
AL1-20240513-0914,2024-05-13 09:49:00,310.0,5917.0,16.52,0.44,10.545,0.996
AL1-20240513-0914,2024-05-13 09:49:20,330.0,5948.1,16.29,0.44,10.616,0.909
AL1-20240513-0914,2024-05-13 09:49:40,350.0,5869.2,15.84,0.44,10.656,1.157
AL1-20240513-0914,2024-05-13 09:50:00,370.0,5866.2,16.11,0.44,10.612,1.048
AL1-20240513-0914,2024-05-13 09:50:20,390.0,5859.6,16.16,0.45,10.597,1.044
AL1-20240513-0914,2024-05-13 09:50:40,410.0,5874.9,14.95,0.42,10.883,1.246
AL1-20240513-0914,2024-05-13 09:51:00,430.0,5867.6,15.8,0.45,10.637,1.208
AL1-20240513-0914,2024-05-13 09:51:20,450.0,5866.2,15.22,0.43,10.814,1.162
AL1-20240513-0914,2024-05-13 09:51:40,470.0,5873.9,16.11,0.45,10.574,1.021
AL1-20240513-0914,2024-05-13 09:52:00,490.0,5925.1,15.98,0.44,10.654,1.023
AL1-20240513-0914,2024-05-13 09:52:20,510.0,5942.4,16.11,0.45,10.596,0.944
AL1-20240513-0914,2024-05-13 09:52:40,530.0,5937.6,15.57,0.44,10.717,1.128
AL1-20240513-0914,2024-05-13 09:53:00,550.0,5967.6,15.2,0.43,10.827,1.019
AL1-20240513-0914,2024-05-13 09:53:20,570.0,6076.2,15.45,0.43,10.76,1.08
AL1-20240513-0914,2024-05-13 09:53:40,590.0,6099.6,16.52,0.44,10.527,0.884
AL1-20240513-0914,2024-05-13 09:54:00,610.0,6104.6,14.78,0.41,10.956,1.103
AL1-20240513-0914,2024-05-13 09:54:20,630.0,6096.8,15.07,0.43,10.866,1.071
AL1-20240513-0914,2024-05-13 09:54:40,650.0,6087.2,14.9,0.43,10.904,1.076
AL1-20240513-0914,2024-05-13 09:55:00,670.0,6072.4,15.78,0.44,10.656,0.913
AL1-20240513-0914,2024-05-13 09:55:20,690.0,6083.4,14.35,0.43,11.014,1.162
AL1-20240513-0914,2024-05-13 09:55:40,710.0,6076.7,15.09,0.43,10.852,1.031
AL1-20240513-0914,2024-05-13 09:56:00,730.0,6072.7,15.04,0.44,10.83,1.075
AL1-20240513-0914,2024-05-13 09:56:20,750.0,6044.9,14.14,0.42,11.076,1.116
AL1-20240513-0914,2024-05-13 09:56:40,770.0,6085.1,15.34,0.46,10.726,0.827
AL1-20240513-0914,2024-05-13 09:57:00,790.0,6043.4,14.47,0.44,10.948,1.093
AL1-20240513-0914,2024-05-13 09:57:20,810.0,6046.4,14.62,0.44,10.916,0.868
AL1-20240513-0914,2024-05-13 09:57:40,830.0,6068.8,14.45,0.42,10.993,1.013
AL1-20240513-0914,2024-05-13 09:58:00,850.0,6066.6,14.91,0.43,10.843,0.933
AL1-20240513-0914,2024-05-13 09:58:20,870.0,6043.2,14.31,0.44,10.998,1.1
AL1-20240513-0914,2024-05-13 09:58:40,890.0,6047.9,14.74,0.46,10.85,0.899
AL1-20240513-0914,2024-05-13 09:59:00,910.0,6062.1,14.03,0.44,11.049,0.977
AL1-20240513-0914,2024-05-13 09:59:20,930.0,6048.0,14.84,0.46,10.822,0.873
AL1-20240513-0914,2024-05-13 09:59:40,950.0,6043.1,14.84,0.45,10.806,0.911
AL1-20240513-0914,2024-05-13 10:00:00,970.0,6040.8,14.01,0.45,11.024,1.015
AL1-20240513-0914,2024-05-13 10:00:20,990.0,6011.6,14.87,0.47,10.771,0.918
AL1-20240513-0914,2024-05-13 10:00:40,1010.0,6026.1,14.53,0.46,10.854,0.934
AL1-20240513-0914,2024-05-13 10:01:00,1030.0,6005.8,14.56,0.46,10.87,0.829
AL1-20240513-0914,2024-05-13 10:01:20,1050.0,5994.1,14.36,0.47,10.901,0.803
AL1-20240513-0914,2024-05-13 10:01:40,1070.0,5990.7,14.13,0.45,10.979,0.661
AL1-20240513-0914,2024-05-13 10:02:00,1090.0,6003.0,14.39,0.45,10.893,0.81
AL1-20240513-0914,2024-05-13 10:02:20,1110.0,6009.1,13.66,0.46,11.091,0.92
AL1-20240513-0914,2024-05-13 10:02:40,1130.0,5999.2,14.64,0.46,10.827,0.778
AL1-20240513-0914,2024-05-13 10:03:00,1150.0,5964.4,13.9,0.46,11.009,0.912
AL1-20240513-0914,2024-05-13 10:03:20,1170.0,5892.0,14.18,0.45,10.953,0.665
AL1-20240513-0914,2024-05-13 10:03:40,1190.0,5819.1,14.2,0.48,10.859,0.945
AL1-20240513-1249,2024-05-13 13:01:00,-530.0,1526.7,16.98,2.21,7.262,1.173
AL1-20240513-1249,2024-05-13 13:01:20,-510.0,1601.0,24.64,2.61,6.52,0.624
AL1-20240513-1249,2024-05-13 13:01:40,-490.0,1745.4,26.88,2.0,6.971,1.207
AL1-20240513-1249,2024-05-13 13:02:00,-470.0,1890.3,26.27,1.48,7.523,0.947
AL1-20240513-1249,2024-05-13 13:02:20,-450.0,2034.3,27.82,1.33,7.725,1.114
AL1-20240513-1249,2024-05-13 13:02:40,-430.0,2161.7,25.57,1.08,8.121,1.233
AL1-20240513-1249,2024-05-13 13:03:00,-410.0,2290.3,24.2,0.9,8.482,0.887
AL1-20240513-1249,2024-05-13 13:03:20,-390.0,2418.8,24.22,0.84,8.628,0.923
AL1-20240513-1249,2024-05-13 13:03:40,-370.0,2544.9,23.62,0.79,8.756,1.076
AL1-20240513-1249,2024-05-13 13:04:00,-350.0,2657.0,23.13,0.72,8.933,1.046
AL1-20240513-1249,2024-05-13 13:04:20,-330.0,2753.2,22.66,0.69,9.047,1.039
AL1-20240513-1249,2024-05-13 13:04:40,-310.0,2835.9,20.81,0.63,9.293,1.104
AL1-20240513-1249,2024-05-13 13:05:00,-290.0,2968.3,23.35,0.67,9.067,0.875
AL1-20240513-1249,2024-05-13 13:05:20,-270.0,3034.3,21.06,0.59,9.405,0.923
AL1-20240513-1249,2024-05-13 13:05:40,-250.0,3112.2,21.29,0.59,9.394,0.858
AL1-20240513-1249,2024-05-13 13:06:00,-230.0,3192.0,20.91,0.57,9.473,0.851
AL1-20240513-1249,2024-05-13 13:06:20,-210.0,3277.4,20.39,0.55,9.558,0.959
AL1-20240513-1249,2024-05-13 13:06:40,-190.0,3361.7,21.24,0.56,9.506,0.805
AL1-20240513-1249,2024-05-13 13:07:00,-170.0,3423.2,20.08,0.53,9.637,0.943
AL1-20240513-1249,2024-05-13 13:07:20,-150.0,3504.9,20.42,0.53,9.644,0.882
AL1-20240513-1249,2024-05-13 13:07:40,-130.0,3529.7,20.35,0.53,9.634,0.919
AL1-20240513-1249,2024-05-13 13:08:00,-110.0,3562.2,20.48,0.53,9.619,0.734
AL1-20240513-1249,2024-05-13 13:08:20,-90.0,3591.4,19.61,0.51,9.739,0.772
AL1-20240513-1249,2024-05-13 13:08:40,-70.0,3639.5,19.32,0.51,9.77,0.922
AL1-20240513-1249,2024-05-13 13:09:00,-50.0,3681.9,18.44,0.49,9.92,0.992
AL1-20240513-1249,2024-05-13 13:09:20,-30.0,3683.0,18.65,0.5,9.878,0.836
AL1-20240513-1249,2024-05-13 13:09:40,-10.0,3721.2,17.75,0.47,10.044,0.944
AL1-20240513-1249,2024-05-13 13:10:00,10.0,3721.1,18.94,0.51,9.817,0.777
AL1-20240513-1249,2024-05-13 13:10:20,30.0,3716.4,17.9,0.48,9.997,0.777
AL1-20240513-1249,2024-05-13 13:10:40,50.0,3729.8,16.81,0.47,10.164,0.851
AL1-20240513-1249,2024-05-13 13:11:00,70.0,3752.8,18.12,0.5,9.903,0.766
AL1-20240513-1249,2024-05-13 13:11:20,90.0,3744.9,17.17,0.48,10.066,0.818
AL1-20240513-1249,2024-05-13 13:11:40,110.0,3734.2,17.41,0.5,9.981,0.728
AL1-20240513-1249,2024-05-13 13:12:00,130.0,3706.6,16.84,0.49,10.07,0.855
AL1-20240513-1249,2024-05-13 13:12:20,150.0,3688.9,16.9,0.5,10.041,0.687
AL1-20240513-1249,2024-05-13 13:12:40,170.0,3662.9,15.43,0.46,10.358,0.871
AL1-20240513-1249,2024-05-13 13:13:00,190.0,3649.8,15.8,0.48,10.229,0.816
AL1-20240513-1249,2024-05-13 13:13:20,210.0,3633.3,16.14,0.51,10.08,0.834
AL1-20240513-1249,2024-05-13 13:13:40,230.0,3557.8,16.81,0.53,9.917,0.676
AL1-20240513-1249,2024-05-13 13:14:00,250.0,3548.9,15.73,0.52,10.099,0.825
