id,t_utc,t_rel_peak_s,rate_cps,T_MK,T_err_MK,log_amp,fe_ew_keV
AL1-20240805-1323,2024-08-05 13:28:40,-670.0,832.4,26.82,1.48,7.428,3.007
AL1-20240805-1323,2024-08-05 13:29:00,-650.0,1118.1,28.82,1.22,7.832,2.957
AL1-20240805-1323,2024-08-05 13:29:20,-630.0,1518.0,27.3,0.9,8.422,3.268
AL1-20240805-1323,2024-08-05 13:29:40,-610.0,2014.0,29.12,0.8,8.689,3.048
AL1-20240805-1323,2024-08-05 13:30:00,-590.0,2587.0,29.49,0.69,8.978,3.068
AL1-20240805-1323,2024-08-05 13:30:20,-570.0,3223.1,28.32,0.57,9.35,3.058
AL1-20240805-1323,2024-08-05 13:30:40,-550.0,3933.4,29.23,0.53,9.493,2.994
AL1-20240805-1323,2024-08-05 13:31:00,-530.0,4586.6,29.03,0.49,9.669,2.932
AL1-20240805-1323,2024-08-05 13:31:20,-510.0,5244.4,28.14,0.43,9.895,2.8
AL1-20240805-1323,2024-08-05 13:31:40,-490.0,5898.5,28.34,0.41,9.995,2.694
AL1-20240805-1323,2024-08-05 13:32:00,-470.0,6511.6,27.58,0.38,10.141,2.678
AL1-20240805-1323,2024-08-05 13:32:20,-450.0,7221.8,27.09,0.35,10.287,2.649
AL1-20240805-1323,2024-08-05 13:32:40,-430.0,7803.4,26.36,0.33,10.431,2.591
AL1-20240805-1323,2024-08-05 13:33:00,-410.0,8455.8,27.3,0.33,10.411,2.471
AL1-20240805-1323,2024-08-05 13:33:20,-390.0,9021.6,26.11,0.31,10.569,2.45
AL1-20240805-1323,2024-08-05 13:33:40,-370.0,9460.4,25.47,0.29,10.683,2.345
AL1-20240805-1323,2024-08-05 13:34:00,-350.0,9922.9,24.87,0.28,10.773,2.284
AL1-20240805-1323,2024-08-05 13:34:20,-330.0,10347.5,25.28,0.28,10.755,2.241
AL1-20240805-1323,2024-08-05 13:34:40,-310.0,10765.8,24.24,0.26,10.911,2.221
AL1-20240805-1323,2024-08-05 13:35:00,-290.0,11111.8,24.01,0.26,10.954,2.184
AL1-20240805-1323,2024-08-05 13:35:20,-270.0,11436.5,23.93,0.25,10.988,2.126
AL1-20240805-1323,2024-08-05 13:35:40,-250.0,11735.4,24.0,0.25,10.994,2.02
AL1-20240805-1323,2024-08-05 13:36:00,-230.0,12037.4,23.43,0.24,11.074,2.084
AL1-20240805-1323,2024-08-05 13:36:20,-210.0,12331.6,23.24,0.24,11.109,1.896
AL1-20240805-1323,2024-08-05 13:36:40,-190.0,12471.1,22.66,0.23,11.168,1.968
AL1-20240805-1323,2024-08-05 13:37:00,-170.0,12713.6,22.39,0.23,11.218,1.879
AL1-20240805-1323,2024-08-05 13:37:20,-150.0,12863.0,22.06,0.23,11.251,1.837
AL1-20240805-1323,2024-08-05 13:37:40,-130.0,12942.9,21.99,0.23,11.25,1.775
AL1-20240805-1323,2024-08-05 13:38:00,-110.0,13114.2,22.07,0.23,11.251,1.628
AL1-20240805-1323,2024-08-05 13:38:20,-90.0,13187.8,21.34,0.22,11.331,1.691
AL1-20240805-1323,2024-08-05 13:38:40,-70.0,13265.0,21.18,0.22,11.344,1.665
AL1-20240805-1323,2024-08-05 13:39:00,-50.0,13211.1,20.91,0.22,11.372,1.565
AL1-20240805-1323,2024-08-05 13:39:20,-30.0,13321.9,20.79,0.22,11.38,1.603
AL1-20240805-1323,2024-08-05 13:39:40,-10.0,13349.4,20.85,0.22,11.349,1.494
AL1-20240805-1323,2024-08-05 13:40:00,10.0,13434.2,20.27,0.21,11.44,1.509
AL1-20240805-1323,2024-08-05 13:40:20,30.0,13334.0,20.38,0.22,11.408,1.409
AL1-20240805-1323,2024-08-05 13:40:40,50.0,13300.8,19.84,0.21,11.459,1.54
AL1-20240805-1323,2024-08-05 13:41:00,70.0,13221.7,19.66,0.21,11.475,1.456
AL1-20240805-1323,2024-08-05 13:41:20,90.0,13076.0,19.28,0.21,11.51,1.423
AL1-20240805-1323,2024-08-05 13:41:40,110.0,13044.5,19.45,0.22,11.445,1.363
AL1-20240805-1323,2024-08-05 13:42:00,130.0,12955.5,19.29,0.22,11.464,1.34
AL1-20240805-1323,2024-08-05 13:42:20,150.0,12816.9,19.05,0.22,11.476,1.335
AL1-20240805-1323,2024-08-05 13:42:40,170.0,12743.8,18.98,0.22,11.473,1.272
AL1-20240805-1323,2024-08-05 13:43:00,190.0,12607.7,18.77,0.22,11.477,1.309
AL1-20240805-1323,2024-08-05 13:43:20,210.0,12437.4,18.57,0.22,11.481,1.337
AL1-20240805-1323,2024-08-05 13:43:40,230.0,12300.8,18.3,0.22,11.511,1.306
AL1-20240805-1323,2024-08-05 13:44:00,250.0,12191.1,18.15,0.22,11.525,1.279
AL1-20240805-1323,2024-08-05 13:44:20,270.0,12076.4,18.09,0.22,11.504,1.256
AL1-20240805-1323,2024-08-05 13:44:40,290.0,11908.4,17.9,0.22,11.527,1.2
AL1-20240805-1323,2024-08-05 13:45:00,310.0,11704.4,17.39,0.22,11.586,1.312
AL1-20240805-1323,2024-08-05 13:45:20,330.0,11626.5,17.65,0.22,11.519,1.204
AL1-20240805-1323,2024-08-05 13:45:40,350.0,11443.9,17.79,0.23,11.463,1.251
AL1-20240805-1323,2024-08-05 13:46:00,370.0,11300.5,17.39,0.23,11.496,1.234
AL1-20240805-1323,2024-08-05 13:46:20,390.0,11123.6,17.87,0.24,11.376,1.172
AL1-20240805-1323,2024-08-05 13:46:40,410.0,10922.0,17.3,0.23,11.452,1.258
AL1-20240805-1323,2024-08-05 13:47:00,430.0,10724.8,17.36,0.24,11.413,1.208
AL1-20240805-1323,2024-08-05 13:47:20,450.0,10618.8,16.71,0.23,11.537,1.282
AL1-20240805-1323,2024-08-05 13:47:40,470.0,10430.0,16.95,0.24,11.452,1.182
AL1-20240805-1323,2024-08-05 13:48:00,490.0,10250.1,17.18,0.24,11.38,1.118
AL1-20240805-1323,2024-08-05 13:48:20,510.0,10066.0,16.74,0.24,11.431,1.174
AL1-20240805-1323,2024-08-05 13:48:40,530.0,9886.0,16.71,0.25,11.407,1.139
AL1-20240805-1323,2024-08-05 13:49:00,550.0,9716.0,16.61,0.25,11.389,1.185
AL1-20240805-1323,2024-08-05 13:49:20,570.0,9562.5,16.21,0.25,11.477,1.164
AL1-20240805-1323,2024-08-05 13:49:40,590.0,9415.7,16.59,0.26,11.342,1.112
AL1-20240805-1323,2024-08-05 13:50:00,610.0,9206.9,16.19,0.26,11.393,1.173
AL1-20240805-1323,2024-08-05 13:50:20,630.0,9041.0,16.2,0.26,11.365,1.17
AL1-20240805-1323,2024-08-05 13:50:40,650.0,8910.3,16.31,0.26,11.32,1.166
AL1-20240805-1323,2024-08-05 13:51:00,670.0,8726.2,15.67,0.26,11.419,1.215
AL1-20240805-1323,2024-08-05 13:51:20,690.0,8597.4,16.26,0.27,11.266,1.083
AL1-20240805-1323,2024-08-05 13:51:40,710.0,8404.6,16.4,0.28,11.197,1.075
AL1-20240805-1323,2024-08-05 13:52:00,730.0,8256.5,16.2,0.28,11.201,1.134
AL1-20240805-1323,2024-08-05 13:52:20,750.0,8119.1,15.53,0.28,11.304,1.238
AL1-20240805-1323,2024-08-05 13:52:40,770.0,7967.9,16.42,0.29,11.102,1.046
AL1-20240805-1518,2024-08-05 15:21:00,-350.0,1123.2,20.65,2.29,6.843,3.117
AL1-20240805-1518,2024-08-05 15:21:20,-330.0,1159.8,19.43,1.9,7.243,2.386
AL1-20240805-1518,2024-08-05 15:21:40,-310.0,1191.8,18.21,1.75,7.506,2.355
AL1-20240805-1518,2024-08-05 15:22:00,-290.0,1214.6,18.21,1.79,7.49,2.314
AL1-20240805-1518,2024-08-05 15:22:20,-270.0,1211.2,19.41,1.97,7.194,1.56
AL1-20240805-1518,2024-08-05 15:22:40,-250.0,1224.7,14.46,1.6,8.175,2.557
AL1-20240805-1518,2024-08-05 15:23:00,-230.0,1269.4,19.0,1.92,7.275,1.646
AL1-20240805-1518,2024-08-05 15:23:20,-210.0,1319.2,13.99,1.51,8.376,3.833
AL1-20240805-1518,2024-08-05 15:23:40,-190.0,1373.3,16.34,1.46,8.024,2.15
AL1-20240805-1518,2024-08-05 15:24:00,-170.0,1445.2,15.09,1.45,8.256,2.636
AL1-20240805-1518,2024-08-05 15:24:20,-150.0,1485.5,15.48,1.46,8.169,2.362
AL1-20240805-1518,2024-08-05 15:24:40,-130.0,1677.5,18.85,1.33,7.958,1.154
AL1-20240805-1518,2024-08-05 15:25:00,-110.0,2225.6,17.73,0.83,8.932,1.97
AL1-20240805-1518,2024-08-05 15:25:20,-90.0,3006.2,21.5,0.71,8.994,1.709
AL1-20240805-1518,2024-08-05 15:25:40,-70.0,4095.3,21.23,0.53,9.568,2.107
AL1-20240805-1518,2024-08-05 15:26:00,-50.0,5474.4,23.4,0.46,9.818,2.059
AL1-20240805-1518,2024-08-05 15:26:20,-30.0,7682.1,25.18,0.37,10.186,2.221
AL1-20240805-1518,2024-08-05 15:26:40,-10.0,9172.1,25.39,0.33,10.426,2.154
AL1-20240805-1518,2024-08-05 15:27:00,10.0,9848.2,24.7,0.31,10.582,2.106
AL1-20240805-1518,2024-08-05 15:27:20,30.0,10039.1,24.57,0.31,10.568,2.066
AL1-20240805-1518,2024-08-05 15:27:40,50.0,9839.5,23.24,0.3,10.667,2.072
AL1-20240805-1518,2024-08-05 15:28:00,70.0,9576.6,23.74,0.31,10.562,2.033
AL1-20240805-1518,2024-08-05 15:28:20,90.0,9100.1,22.67,0.31,10.605,2.081
AL1-20240805-1518,2024-08-05 15:28:40,110.0,8580.8,22.39,0.32,10.564,2.102
AL1-20240805-1518,2024-08-05 15:29:00,130.0,7954.8,21.0,0.32,10.624,2.09
AL1-20240805-1518,2024-08-05 15:29:20,150.0,7547.7,21.04,0.33,10.53,2.115
AL1-20240805-1518,2024-08-05 15:29:40,170.0,7061.5,19.86,0.33,10.574,2.066
AL1-20240805-1518,2024-08-05 15:30:00,190.0,6601.9,18.5,0.33,10.679,2.124
AL1-20240805-1518,2024-08-05 15:30:20,210.0,6155.1,18.13,0.35,10.577,2.002
AL1-20240805-1518,2024-08-05 15:30:40,230.0,5587.8,17.73,0.38,10.462,1.971
AL1-20240805-1757,2024-08-05 17:59:20,-90.0,669.9,16.36,1.48,7.879,4.417
AL1-20240805-1757,2024-08-05 17:59:40,-70.0,750.6,22.05,1.68,7.245,2.5
AL1-20240805-1757,2024-08-05 18:00:00,-50.0,810.1,19.02,1.4,7.751,3.128
AL1-20240805-1757,2024-08-05 18:00:20,-30.0,854.2,18.48,1.3,7.942,2.662
AL1-20240805-1757,2024-08-05 18:00:40,-10.0,896.5,18.61,1.34,7.87,2.629
AL1-20240805-1757,2024-08-05 18:01:00,10.0,906.0,15.49,1.13,8.522,2.834
AL1-20240805-1757,2024-08-05 18:01:20,30.0,934.9,14.66,1.14,8.625,2.909
AL1-20240805-1757,2024-08-05 18:01:40,50.0,927.9,14.2,1.1,8.761,2.355
AL1-20240805-1757,2024-08-05 18:02:00,70.0,930.5,14.28,1.16,8.639,2.533
AL1-20240805-1757,2024-08-05 18:02:20,90.0,931.2,15.17,1.26,8.343,1.654
AL1-20240805-1757,2024-08-05 18:02:40,110.0,923.4,13.51,1.11,8.866,1.527
AL1-20240805-1757,2024-08-05 18:03:00,130.0,902.0,9.13,0.87,10.531,5.858
AL1-20240805-1757,2024-08-05 18:03:20,150.0,892.0,13.18,1.31,8.599,1.11
AL1-20240805-1757,2024-08-05 18:03:40,170.0,883.3,13.33,1.35,8.507,1.367
AL1-20240805-1757,2024-08-05 18:04:00,190.0,872.4,12.26,1.3,8.806,1.063
AL1-20240805-1757,2024-08-05 18:04:20,210.0,836.5,9.51,1.07,9.969,1.924
AL1-20240805-1820,2024-08-05 18:27:00,-590.0,726.5,16.16,1.84,7.472,1.581
AL1-20240805-1820,2024-08-05 18:27:20,-570.0,755.8,18.39,2.04,7.049,1.974
AL1-20240805-1820,2024-08-05 18:27:40,-550.0,770.8,17.21,1.93,7.268,1.759
AL1-20240805-1820,2024-08-05 18:28:00,-530.0,784.5,14.43,1.52,8.09,1.917
AL1-20240805-1820,2024-08-05 18:28:20,-510.0,782.4,13.44,1.54,8.236,3.002
AL1-20240805-1820,2024-08-05 18:28:40,-490.0,799.0,12.99,1.35,8.583,2.041
AL1-20240805-1820,2024-08-05 18:29:00,-470.0,803.0,15.56,1.69,7.716,2.031
AL1-20240805-1820,2024-08-05 18:29:20,-450.0,815.7,14.14,1.58,8.064,2.357
AL1-20240805-1820,2024-08-05 18:30:00,-410.0,811.8,14.23,1.56,8.073,2.057
AL1-20240805-1820,2024-08-05 18:30:20,-390.0,802.4,11.79,1.39,8.802,2.54
AL1-20240805-1820,2024-08-05 18:31:00,-350.0,819.4,14.2,1.58,8.057,1.725
AL1-20240805-1820,2024-08-05 18:31:20,-330.0,814.5,12.88,1.46,8.446,2.3
AL1-20240805-1820,2024-08-05 18:31:40,-310.0,824.0,16.41,1.84,7.448,0.76
AL1-20240805-1820,2024-08-05 18:32:00,-290.0,838.8,14.12,1.64,7.998,1.376
AL1-20240805-1820,2024-08-05 18:33:00,-230.0,835.0,13.17,1.45,8.404,1.254
AL1-20240805-1820,2024-08-05 18:34:00,-170.0,849.2,18.55,2.12,6.97,1.066
AL1-20240805-1820,2024-08-05 18:34:20,-150.0,847.0,15.17,1.75,7.707,1.102
AL1-20240805-1820,2024-08-05 18:34:40,-130.0,853.5,14.98,1.62,7.879,1.193
AL1-20240805-1820,2024-08-05 18:35:00,-110.0,858.6,15.07,1.68,7.803,0.819
AL1-20240805-1820,2024-08-05 18:35:20,-90.0,867.3,18.33,2.02,7.077,0.79
AL1-20240805-1820,2024-08-05 18:35:40,-70.0,914.8,15.22,1.65,7.807,1.334
AL1-20240805-1820,2024-08-05 18:36:00,-50.0,985.1,17.55,1.73,7.449,1.367
AL1-20240805-1820,2024-08-05 18:36:20,-30.0,1084.2,15.17,1.29,8.302,2.06
AL1-20240805-1820,2024-08-05 18:36:40,-10.0,1178.8,18.08,1.34,7.905,1.123
AL1-20240805-1820,2024-08-05 18:37:00,10.0,1171.0,15.65,1.19,8.391,1.462
AL1-20240805-1820,2024-08-05 18:37:20,30.0,1178.7,14.34,1.11,8.72,1.755
AL1-20240805-1820,2024-08-05 18:37:40,50.0,1158.2,14.0,1.2,8.634,1.152
AL1-20240805-1820,2024-08-05 18:38:00,70.0,1129.4,12.3,1.09,9.149,1.42
AL1-20240805-1820,2024-08-05 18:38:20,90.0,1095.6,10.99,1.07,9.508,2.269
AL1-20240805-1820,2024-08-05 18:38:40,110.0,1041.3,13.61,1.48,8.289,0.751
AL1-20240805-1820,2024-08-05 18:39:00,130.0,984.5,8.57,0.92,10.672,3.367
AL1-20240805-1820,2024-08-05 18:39:20,150.0,918.7,10.28,1.21,9.492,1.354
AL1-20240806-0251,2024-08-06 02:58:20,-210.0,654.1,16.16,1.82,7.531,1.845
AL1-20240806-0251,2024-08-06 02:58:40,-190.0,683.2,19.34,2.21,6.917,1.845
AL1-20240806-0251,2024-08-06 02:59:00,-170.0,733.5,16.66,1.58,7.762,2.26
AL1-20240806-0251,2024-08-06 02:59:20,-150.0,788.3,18.88,1.66,7.437,1.607
AL1-20240806-0251,2024-08-06 02:59:40,-130.0,816.8,17.03,1.54,7.743,1.817
AL1-20240806-0251,2024-08-06 03:00:00,-110.0,873.5,18.96,1.54,7.572,1.365
AL1-20240806-0251,2024-08-06 03:00:20,-90.0,903.8,15.01,1.2,8.514,1.591
AL1-20240806-0251,2024-08-06 03:00:40,-70.0,958.4,17.22,1.33,8.003,1.109
AL1-20240806-0251,2024-08-06 03:01:00,-50.0,990.0,17.87,1.37,7.902,1.353
AL1-20240806-0251,2024-08-06 03:01:20,-30.0,1033.2,14.37,1.05,8.841,1.619
AL1-20240806-0251,2024-08-06 03:01:40,-10.0,1064.1,14.59,1.1,8.739,1.587
AL1-20240806-0251,2024-08-06 03:02:00,10.0,1104.7,15.04,1.09,8.665,1.864
AL1-20240806-0251,2024-08-06 03:02:20,30.0,1135.5,15.21,1.06,8.709,1.398
AL1-20240806-0251,2024-08-06 03:02:40,50.0,1132.5,15.03,1.09,8.672,1.227
AL1-20240806-0251,2024-08-06 03:03:00,70.0,1157.8,15.38,1.17,8.472,1.578
AL1-20240806-0251,2024-08-06 03:03:20,90.0,1138.9,12.93,1.04,9.134,1.81
AL1-20240806-0251,2024-08-06 03:03:40,110.0,1136.7,14.72,1.19,8.53,1.595
AL1-20240806-0251,2024-08-06 03:04:00,130.0,1097.7,13.51,1.19,8.838,0.878
AL1-20240806-0251,2024-08-06 03:04:20,150.0,1067.4,12.28,1.2,8.974,1.534
AL1-20240806-0251,2024-08-06 03:04:40,170.0,1035.9,11.99,1.14,9.143,0.875
AL1-20240806-0251,2024-08-06 03:05:00,190.0,990.9,11.21,1.29,9.096,0.649
AL1-20240806-1122,2024-08-06 11:31:20,-210.0,646.4,14.75,1.76,7.795,2.76
AL1-20240806-1122,2024-08-06 11:31:40,-190.0,657.5,21.71,2.4,6.554,1.273
AL1-20240806-1122,2024-08-06 11:32:00,-170.0,685.9,16.63,1.88,7.38,2.804
AL1-20240806-1122,2024-08-06 11:32:20,-150.0,708.4,16.12,1.72,7.614,3.019
AL1-20240806-1122,2024-08-06 11:32:40,-130.0,723.2,14.6,1.53,8.059,2.895
AL1-20240806-1122,2024-08-06 11:33:00,-110.0,746.8,15.98,1.73,7.624,2.66
AL1-20240806-1122,2024-08-06 11:33:20,-90.0,739.5,15.3,1.52,7.963,2.189
AL1-20240806-1122,2024-08-06 11:33:40,-70.0,746.8,13.4,1.38,8.454,2.659
AL1-20240806-1122,2024-08-06 11:34:00,-50.0,768.4,16.43,1.62,7.693,1.969
AL1-20240806-1122,2024-08-06 11:34:20,-30.0,765.5,16.08,1.7,7.638,2.183
AL1-20240806-1122,2024-08-06 11:34:40,-10.0,774.0,14.15,1.49,8.175,1.754
AL1-20240806-1122,2024-08-06 11:35:00,10.0,775.2,16.13,1.68,7.663,1.208
AL1-20240806-1122,2024-08-06 11:35:20,30.0,775.4,14.72,1.56,7.999,2.216
AL1-20240806-1122,2024-08-06 11:35:40,50.0,774.0,13.91,1.45,8.27,1.832
AL1-20240806-1122,2024-08-06 11:36:00,70.0,773.9,15.46,1.68,7.747,1.743
AL1-20240806-1122,2024-08-06 11:36:20,90.0,762.5,11.85,1.34,8.857,2.217
AL1-20240806-1611,2024-08-06 16:14:00,-50.0,548.0,17.93,1.97,7.15,1.65
AL1-20240806-1611,2024-08-06 16:14:40,-10.0,578.5,16.07,1.75,7.568,2.137
AL1-20240806-1611,2024-08-06 16:15:00,10.0,585.0,16.32,1.8,7.485,1.884
AL1-20240807-0154,2024-08-07 02:00:40,-10.0,769.0,17.94,1.78,7.371,1.917
AL1-20240807-0154,2024-08-07 02:01:00,10.0,857.4,14.82,1.36,8.257,1.223
AL1-20240807-0154,2024-08-07 02:01:20,30.0,823.9,16.71,1.78,7.502,1.266
AL1-20240807-0154,2024-08-07 02:01:40,50.0,759.0,16.67,1.93,7.328,1.149
AL1-20240807-0221,2024-08-07 02:24:20,-270.0,833.8,20.97,2.35,6.71,1.6
AL1-20240807-0221,2024-08-07 02:24:40,-250.0,946.9,16.33,1.44,8.035,2.622
AL1-20240807-0221,2024-08-07 02:25:00,-230.0,1024.5,20.27,1.5,7.576,2.077
AL1-20240807-0221,2024-08-07 02:25:20,-210.0,1104.5,19.67,1.31,7.89,2.344
AL1-20240807-0221,2024-08-07 02:25:40,-190.0,1167.8,18.32,1.14,8.242,2.274
AL1-20240807-0221,2024-08-07 02:26:00,-170.0,1244.5,18.16,1.06,8.443,2.473
AL1-20240807-0221,2024-08-07 02:26:20,-150.0,1331.0,18.56,0.97,8.542,2.296
AL1-20240807-0221,2024-08-07 02:26:40,-130.0,1402.8,17.91,0.92,8.699,2.698
AL1-20240807-0221,2024-08-07 02:27:00,-110.0,1479.2,18.1,0.89,8.745,2.599
AL1-20240807-0221,2024-08-07 02:27:20,-90.0,1530.1,18.44,0.88,8.733,2.296
AL1-20240807-0221,2024-08-07 02:27:40,-70.0,1591.1,19.28,0.93,8.589,2.306
AL1-20240807-0221,2024-08-07 02:28:00,-50.0,1639.7,18.23,0.85,8.826,1.951
AL1-20240807-0221,2024-08-07 02:28:20,-30.0,1655.2,17.22,0.83,8.963,2.352
AL1-20240807-0221,2024-08-07 02:28:40,-10.0,1693.5,16.51,0.8,9.104,2.495
AL1-20240807-0221,2024-08-07 02:29:00,10.0,1751.1,17.3,0.81,8.998,2.204
AL1-20240807-0221,2024-08-07 02:29:20,30.0,1749.8,16.96,0.79,9.089,1.936
AL1-20240807-0221,2024-08-07 02:29:40,50.0,1757.1,15.17,0.74,9.445,2.396
AL1-20240807-0221,2024-08-07 02:30:00,70.0,1740.7,16.64,0.83,9.042,1.668
AL1-20240807-0221,2024-08-07 02:30:20,90.0,1740.5,14.09,0.73,9.656,2.198
AL1-20240807-0221,2024-08-07 02:30:40,110.0,1724.0,15.14,0.81,9.289,2.066
AL1-20240807-0221,2024-08-07 02:31:00,130.0,1730.0,15.51,0.84,9.131,1.8
AL1-20240807-0221,2024-08-07 02:31:20,150.0,1713.7,13.35,0.74,9.731,2.126
AL1-20240807-0221,2024-08-07 02:31:40,170.0,1678.5,15.22,0.86,9.146,1.629
AL1-20240807-0221,2024-08-07 02:32:00,190.0,1652.3,13.91,0.82,9.431,1.907
AL1-20240807-0221,2024-08-07 02:32:20,210.0,1626.7,13.49,0.85,9.453,2.218
AL1-20240807-0221,2024-08-07 02:32:40,230.0,1597.0,13.52,0.9,9.333,2.084
AL1-20240807-0221,2024-08-07 02:33:00,250.0,1548.8,12.66,0.86,9.612,1.606
AL1-20240807-0221,2024-08-07 02:33:20,270.0,1525.8,14.19,0.99,9.028,1.757
AL1-20240807-0221,2024-08-07 02:33:40,290.0,1491.3,12.38,0.9,9.552,2.314
AL1-20240807-0221,2024-08-07 02:34:00,310.0,1465.7,13.81,1.1,8.935,1.536
AL1-20240807-0221,2024-08-07 02:34:20,330.0,1428.3,11.98,0.9,9.64,1.61
AL1-20240807-0221,2024-08-07 02:34:40,350.0,1394.0,11.58,1.0,9.65,1.962
AL1-20240807-0221,2024-08-07 02:35:00,370.0,1363.5,11.28,0.94,9.735,2.037
AL1-20240807-0221,2024-08-07 02:35:20,390.0,1309.3,11.45,1.06,9.46,2.429
AL1-20240807-0221,2024-08-07 02:35:40,410.0,1276.5,13.64,1.2,8.728,0.697
AL1-20240807-0221,2024-08-07 02:36:00,430.0,1227.5,11.83,1.13,9.281,1.769
AL1-20240807-0221,2024-08-07 02:36:20,450.0,1194.0,11.65,1.17,9.235,2.029
AL1-20240807-0221,2024-08-07 02:36:40,470.0,1151.0,11.72,1.29,9.087,1.335
AL1-20240807-0312,2024-08-07 03:21:00,-110.0,720.9,16.55,1.94,7.385,0.8
AL1-20240807-0312,2024-08-07 03:21:20,-90.0,740.9,14.89,1.68,7.863,1.549
AL1-20240807-0312,2024-08-07 03:21:40,-70.0,738.6,14.3,1.7,7.979,1.654
AL1-20240807-0312,2024-08-07 03:22:00,-50.0,739.4,13.56,1.63,8.191,2.02
AL1-20240807-0312,2024-08-07 03:22:40,-10.0,770.4,15.6,1.85,7.606,1.725
AL1-20240807-0312,2024-08-07 03:23:00,10.0,767.4,12.38,1.51,8.563,2.241
AL1-20240807-0312,2024-08-07 03:23:20,30.0,770.1,13.96,1.69,8.071,1.021
AL1-20240807-1329,2024-08-07 13:37:20,-330.0,694.4,14.56,1.64,7.912,1.603
AL1-20240807-1329,2024-08-07 13:41:20,-90.0,736.9,15.95,1.75,7.598,1.27
AL1-20240807-1329,2024-08-07 13:41:40,-70.0,749.6,13.44,1.37,8.455,1.79
AL1-20240807-1329,2024-08-07 13:42:00,-50.0,767.0,16.74,1.69,7.568,1.793
AL1-20240807-1329,2024-08-07 13:42:20,-30.0,776.1,16.55,1.66,7.622,1.6
AL1-20240807-1329,2024-08-07 13:42:40,-10.0,792.8,16.72,1.59,7.693,1.389
AL1-20240807-1329,2024-08-07 13:43:00,10.0,789.4,12.03,1.21,8.986,2.656
AL1-20240807-1329,2024-08-07 13:43:20,30.0,793.0,13.83,1.36,8.399,1.897
AL1-20240807-1329,2024-08-07 13:43:40,50.0,811.5,12.3,1.22,8.915,2.385
AL1-20240807-1344,2024-08-07 13:46:20,-210.0,1422.5,20.18,1.83,7.402,1.62
AL1-20240807-1344,2024-08-07 13:46:40,-190.0,1879.2,19.71,1.08,8.362,1.945
AL1-20240807-1344,2024-08-07 13:47:00,-170.0,2320.7,19.06,0.79,8.985,2.283
AL1-20240807-1344,2024-08-07 13:47:20,-150.0,2681.8,20.84,0.72,9.044,2.493
AL1-20240807-1344,2024-08-07 13:47:40,-130.0,3011.9,20.61,0.62,9.334,2.41
AL1-20240807-1344,2024-08-07 13:48:00,-110.0,3323.3,22.35,0.62,9.257,2.097
AL1-20240807-1344,2024-08-07 13:48:20,-90.0,3540.3,22.09,0.6,9.344,2.395
AL1-20240807-1344,2024-08-07 13:48:40,-70.0,3758.3,19.78,0.51,9.771,2.408
AL1-20240807-1344,2024-08-07 13:49:00,-50.0,3935.2,20.13,0.51,9.737,2.465
AL1-20240807-1344,2024-08-07 13:49:20,-30.0,4046.7,19.83,0.5,9.808,2.273
AL1-20240807-1344,2024-08-07 13:49:40,-10.0,4142.9,17.54,0.45,10.186,2.476
AL1-20240807-1344,2024-08-07 13:50:00,10.0,4170.3,18.22,0.47,10.05,2.049
AL1-20240807-1344,2024-08-07 13:50:20,30.0,4186.1,16.85,0.45,10.249,2.108
AL1-20240807-1344,2024-08-07 13:50:40,50.0,4158.8,16.27,0.44,10.361,1.96
AL1-20240807-1344,2024-08-07 13:51:00,70.0,4156.9,16.63,0.47,10.2,1.789
AL1-20240807-1344,2024-08-07 13:51:20,90.0,4085.8,16.31,0.48,10.196,1.667
AL1-20240807-1344,2024-08-07 13:51:40,110.0,4022.3,15.26,0.47,10.361,1.669
AL1-20240807-1344,2024-08-07 13:52:00,130.0,3926.2,14.91,0.48,10.383,1.399
AL1-20240807-1344,2024-08-07 13:52:20,150.0,3835.5,14.43,0.5,10.412,1.579
AL1-20240807-1344,2024-08-07 13:52:40,170.0,3724.8,13.48,0.49,10.57,1.44
AL1-20240807-1344,2024-08-07 13:53:00,190.0,3618.1,13.3,0.51,10.593,1.439
AL1-20240807-1344,2024-08-07 13:53:20,210.0,3533.9,15.14,0.59,9.969,1.224
AL1-20240807-1344,2024-08-07 13:53:40,230.0,3403.5,13.07,0.55,10.509,1.45
AL1-20240807-1344,2024-08-07 13:54:00,250.0,3302.6,13.39,0.6,10.297,1.211
AL1-20240807-1344,2024-08-07 13:54:20,270.0,3178.8,12.7,0.62,10.413,1.289
AL1-20240807-1344,2024-08-07 13:54:40,290.0,3044.7,13.88,0.69,9.929,0.863
AL1-20240807-1344,2024-08-07 13:55:00,310.0,2895.7,12.56,0.69,10.23,1.3
AL1-20240807-1344,2024-08-07 13:55:20,330.0,2750.7,11.67,0.69,10.437,1.477
AL1-20240807-1344,2024-08-07 13:55:40,350.0,2693.2,12.67,0.81,9.915,1.129
AL1-20240807-1458,2024-08-07 15:04:20,-30.0,679.4,19.86,2.23,6.787,1.75
AL1-20240807-1458,2024-08-07 15:04:40,-10.0,710.8,18.26,1.91,7.196,1.87
AL1-20240807-1458,2024-08-07 15:05:00,10.0,733.1,19.5,2.01,7.011,2.144
AL1-20240807-1458,2024-08-07 15:05:20,30.0,729.6,19.92,2.2,6.804,2.266
AL1-20240807-1458,2024-08-07 15:05:40,50.0,727.2,15.56,1.75,7.651,1.775
